*header,File_name,Main_Refrigerator,Secondary_Refrigerator,Stove,Dishwasher,Main_Freezer,Secondary_Freezer,Clothes_Washer,Clothes_Dryer,Microwave,Color_TV,BW_TV,Furnace_Fan,Boiler_Pump,Supplementary_Heat,VCR,CD_Player,Stereo,Computer,Electric_Blanket,Water_Bed,Humidifier,Dehumidifier,Car_Block,Car_Warmer,Water_Cooler,Fish_Tank,Bath_Exhaust_Fan,Kitchen_Exhaust_Fan,Central_Air_Filter,Central_Humidifier,Central_Dehumidifier,Central_Air_Exchanger,HRV,Central_Vacuum,Sump_Pump,Water_Softener,Jacuzzi,Sauna,Ceiling_Fan,Portable_Fan,Central_Air_Conditioner,Window_Air_Conditioner,Halogen,Fluorescent,Incandescent,HDD,CDD,Area,Income,Dwelling_Type,Ownership,Rural_Suburb_Urban,Num_of_Children,Num_of_Adults,Employment_Ratio
*data,base_CDD_123.7,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,123.7,185,60,1,1,2,2,2,0.5
*data,base_CDD_143.7,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,143.7,185,60,1,1,2,2,2,0.5
*data,base_CDD_163.7,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,163.7,185,60,1,1,2,2,2,0.5
*data,base_CDD_183.7,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,183.7,185,60,1,1,2,2,2,0.5
*data,base_CDD_203.7,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,203.7,185,60,1,1,2,2,2,0.5
*data,base_CDD_223.7,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,223.7,185,60,1,1,2,2,2,0.5
*data,base_CDD_243.7,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,243.7,185,60,1,1,2,2,2,0.5
*data,base_CDD_263.7,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,263.7,185,60,1,1,2,2,2,0.5
*data,base_CDD_283.7,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,283.7,185,60,1,1,2,2,2,0.5
*data,base_CDD_303.7,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,303.7,185,60,1,1,2,2,2,0.5
*data,base_CDD_323.7,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,323.7,185,60,1,1,2,2,2,0.5
*data,base_CDD_343.7,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,343.7,185,60,1,1,2,2,2,0.5
*data,base_CDD_363.7,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,363.7,185,60,1,1,2,2,2,0.5
*data,base_CDD_383.7,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,383.7,185,60,1,1,2,2,2,0.5
*data,base_CDD_403.7,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,403.7,185,60,1,1,2,2,2,0.5
*data,base_CDD_405,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,405,185,60,1,1,2,2,2,0.5
*data,base_Area_51.2,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,51.2,60,1,1,2,2,2,0.5
*data,base_Area_101.2,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,101.2,60,1,1,2,2,2,0.5
*data,base_Area_151.2,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,151.2,60,1,1,2,2,2,0.5
*data,base_Area_201.2,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,201.2,60,1,1,2,2,2,0.5
*data,base_Area_251.2,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,251.2,60,1,1,2,2,2,0.5
*data,base_Area_301.2,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,301.2,60,1,1,2,2,2,0.5
*data,base_Area_351.2,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,351.2,60,1,1,2,2,2,0.5
*data,base_Area_401.2,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,401.2,60,1,1,2,2,2,0.5
*data,base_Area_451.2,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,451.2,60,1,1,2,2,2,0.5
*data,base_Area_501.2,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,501.2,60,1,1,2,2,2,0.5
*data,base_Area_551.2,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,551.2,60,1,1,2,2,2,0.5
*data,base_Area_601.2,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,601.2,60,1,1,2,2,2,0.5
*data,base_Area_651.2,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,651.2,60,1,1,2,2,2,0.5
*data,base_Area_701.2,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,701.2,60,1,1,2,2,2,0.5
*data,base_Area_751.2,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,751.2,60,1,1,2,2,2,0.5
*data,base_Area_753,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,753,60,1,1,2,2,2,0.5
*data,base_Income_10,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,10,1,1,2,2,2,0.5
*data,base_Income_20,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,20,1,1,2,2,2,0.5
*data,base_Income_30,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,30,1,1,2,2,2,0.5
*data,base_Income_40,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,40,1,1,2,2,2,0.5
*data,base_Income_50,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,50,1,1,2,2,2,0.5
*data,base_Income_60,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Income_70,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,70,1,1,2,2,2,0.5
*data,base_Income_80,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,80,1,1,2,2,2,0.5
*data,base_Income_85,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,85,1,1,2,2,2,0.5
*data,base_Dwelling_Type_0,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,0,1,2,2,2,0.5
*data,base_Dwelling_Type_1,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Ownership_0,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,0,2,2,2,0.5
*data,base_Ownership_1,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Rural_Suburb_Urban_1,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,1,2,2,0.5
*data,base_Rural_Suburb_Urban_2,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Rural_Suburb_Urban_3,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,3,2,2,0.5
*data,base_Num_of_Children_0,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,0,2,0.5
*data,base_Num_of_Children_1,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,1,2,0.5
*data,base_Num_of_Children_2,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Num_of_Children_3,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,3,2,0.5
*data,base_Num_of_Children_4,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,4,2,0.5
*data,base_Num_of_Children_5,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,5,2,0.5
*data,base_Num_of_Adults_1,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,1,0.5
*data,base_Num_of_Adults_2,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Num_of_Adults_3,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,3,0.5
*data,base_Num_of_Adults_4,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,4,0.5
*data,base_Num_of_Adults_5,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,5,0.5
*data,base_Num_of_Adults_6,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,6,0.5
*data,base_Num_of_Adults_7,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,7,0.5
*data,base_Num_of_Adults_8,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,8,0.5
*data,base_Employment_Ratio_0,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0
*data,base_Employment_Ratio_0.1,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.1
*data,base_Employment_Ratio_0.2,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.2
*data,base_Employment_Ratio_0.3,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.3
*data,base_Employment_Ratio_0.4,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.4
*data,base_Employment_Ratio_0.5,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Employment_Ratio_0.6,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.6
*data,base_Employment_Ratio_0.7,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.7
*data,base_Employment_Ratio_0.8,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.8
*data,base_Employment_Ratio_0.9,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.9
*data,base_Employment_Ratio_1,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,1
*data,base_Employment_Ratio_1,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,1
